ID,Age,Income,Debt,CreditScore,EmploymentYears,EducationLevel,Default
696595,47,85704,5595,655,0,Bachelor,0
674957,36,199946,43451,476,25,Master,0
397115,56,21890,94139,817,3,PhD,0
683460,42,141408,88124,525,3,Master,1
590554,41,118351,97245,693,23,Master,0
142773,49,26916,12339,491,16,Master,0
166493,58,122514,91837,583,24,Master,0
261876,56,26226,27243,585,1,Master,0
757458,18,113536,88676,351,9,Master,0
381458,27,53358,48223,538,5,PhD,0
427561,50,194642,18643,846,20,PhD,0
921826,27,179606,84585,364,26,Bachelor,0
24763,56,71321,62338,670,5,Bachelor,0
922908,22,119954,16008,775,19,PhD,0
205117,48,184153,74849,382,20,Master,0
28318,65,114548,68352,566,19,Master,0
473871,56,185734,62294,573,4,High School,0
199431,48,77368,19375,344,29,Bachelor,1
678245,45,190431,59447,305,19,Master,0
763937,46,132113,85680,314,3,PhD,0
694479,56,60430,72258,780,19,PhD,1
496500,18,150474,11273,774,24,Master,0
262890,39,108832,11033,323,21,Bachelor,1
888408,40,42835,59730,471,21,Master,0
520783,24,124370,58684,547,21,PhD,0
443610,37,54138,60891,407,4,Bachelor,0
968521,37,56996,61447,648,5,High School,0
532724,55,199704,23329,592,12,Master,0
896321,20,144076,54801,482,29,High School,0
775965,41,156897,64143,731,27,Master,0
274843,62,47601,98828,808,2,Master,0
714010,38,84327,54859,479,8,Bachelor,0
368963,31,85651,16537,462,29,High School,0
866109,23,41684,73555,828,14,Bachelor,0
784827,64,78252,19193,578,7,PhD,0
85216,58,186255,95842,689,28,PhD,1
678722,59,57587,53252,619,15,PhD,1
28496,62,164875,75103,739,27,PhD,1
764115,21,44285,67676,810,29,PhD,0
206876,51,190489,80925,654,15,PhD,1
233291,22,101321,41910,719,20,PhD,0
395952,23,154536,87317,679,27,High School,0
129115,59,154919,43110,588,25,Bachelor,0
912090,40,165981,84638,845,12,Bachelor,0
91771,44,48676,58841,824,9,Master,1
582259,27,145392,89551,797,29,PhD,0
506050,44,121226,57169,687,19,Master,0
625753,41,33019,13170,518,1,High School,1
320514,23,163387,32098,435,22,PhD,1
375268,24,167744,81595,395,20,PhD,0
918501,65,108700,54664,723,17,PhD,0
388179,31,97504,21657,371,4,Bachelor,0
385378,26,80798,23691,483,7,PhD,0
806747,25,72410,80501,720,6,Master,0
983847,51,135284,93018,549,19,Master,0
533717,44,30540,85193,752,12,High School,1
765542,48,62321,68949,839,10,High School,0
280480,42,195338,20178,517,27,PhD,0
318199,42,169756,49919,458,5,PhD,0
321572,50,107713,20686,624,20,High School,1
620898,20,135606,99115,745,25,Bachelor,0
703927,40,86483,28724,415,0,Bachelor,0
990579,32,171407,20390,498,15,Bachelor,1
618525,54,58303,13659,306,13,Master,0
209472,30,84839,36880,650,27,High School,0
931167,62,173160,97945,733,22,Master,1
2649,19,100571,94934,350,3,Bachelor,1
109446,41,88178,83687,610,26,Bachelor,0
418299,54,141892,6659,590,13,Master,0
29993,31,186643,16084,307,9,PhD,1
859252,32,139601,30606,387,6,Master,0
259590,61,32669,14544,730,22,Master,1
670001,51,167458,37851,711,7,Master,0
86710,43,113355,42611,300,15,PhD,0
999578,57,111337,92718,466,20,High School,0
863374,19,59683,84562,438,7,High School,0
310825,60,104433,80671,454,21,Bachelor,0
696552,37,48419,95416,512,12,Master,1
568884,62,124224,5369,459,8,Master,1
962543,65,64566,56104,686,24,Bachelor,0
938908,27,197054,20084,591,3,Master,0
769018,61,141906,58159,536,8,Master,1
154728,62,165876,48328,557,2,High School,1
212213,52,76532,28578,351,0,Master,1
966406,51,41325,33967,368,26,PhD,0
613311,19,65187,11550,694,17,PhD,0
996998,29,77778,7825,407,29,PhD,0
298620,57,120045,54718,832,8,Master,0
947061,54,59772,76800,570,30,PhD,0
713297,54,118711,22680,314,16,Master,0
569796,27,20451,59581,723,15,PhD,0
855849,36,130134,23460,582,26,Master,0
81917,19,36923,26825,366,12,High School,1
482425,28,119822,46897,342,11,PhD,0
327269,48,145633,81013,549,5,PhD,0
663696,23,177956,68983,522,21,PhD,0
992419,64,20013,37030,850,25,High School,1
111290,34,52171,75397,379,15,High School,0
873974,50,26532,61956,530,2,Master,1
132373,27,96442,59465,448,19,Bachelor,0
595787,37,20985,51779,740,5,Master,0
215260,22,79679,65998,577,21,High School,0
446455,26,155186,24972,415,10,High School,0
928227,22,179874,51757,367,18,PhD,0
106173,62,104666,54592,792,28,PhD,1
137301,37,70919,97306,652,13,PhD,0
671048,39,156988,87303,767,17,Master,0
822821,18,102112,66290,464,0,Bachelor,0
233714,31,111618,64529,708,3,Master,0
521772,47,40720,75813,444,5,PhD,0
182882,39,39446,44031,798,16,High School,1
943241,45,73879,68576,601,18,PhD,0
106132,56,57259,7961,656,11,PhD,0
417919,25,110916,94679,646,8,High School,1
36979,23,29135,50586,541,3,High School,0
305436,58,147301,55985,491,1,Bachelor,0
869854,21,114478,92761,759,19,High School,1
783016,30,60767,30545,800,1,High School,0
249030,18,53486,31219,758,15,Master,0
964808,31,191105,15250,583,21,High School,1
93678,38,91459,36188,329,15,Master,0
394211,65,124937,11694,704,6,Master,0
400168,29,33121,72118,676,9,Master,1
480472,54,138744,70403,758,3,PhD,0
546433,44,153340,68981,406,29,Master,0
466293,61,80186,67298,408,26,Bachelor,0
702615,24,47344,38005,743,26,PhD,0
798864,59,49767,96732,314,5,Master,0
625575,50,142603,70961,657,29,Bachelor,1
934187,59,34824,29151,410,14,Bachelor,1
180109,25,169266,44571,605,6,Bachelor,1
202823,38,106023,6873,632,29,Master,0
456166,23,175908,98084,630,22,PhD,0
467415,21,108592,28843,712,27,High School,0
375914,64,129735,51419,566,8,Master,0
981266,21,61384,39415,400,9,Master,0
252348,31,54051,69903,542,16,High School,0
253937,34,79055,53137,576,0,PhD,0
22280,48,99003,34379,582,6,High School,0
356575,48,39889,62217,659,22,High School,0
1756,29,56213,62678,539,21,Bachelor,0
669779,20,80059,14196,520,17,PhD,0
990592,48,59368,62060,447,20,Master,1
476561,60,156656,22785,524,6,Bachelor,0
539240,47,82457,98536,736,9,High School,0
357257,25,20774,84854,449,11,High School,1
474069,24,114226,53006,794,2,Master,0
943965,30,21635,22428,823,11,High School,0
213253,18,81643,70609,599,15,Bachelor,0
274045,38,52410,59267,680,18,PhD,0
272693,47,146253,63338,546,7,High School,1
277393,47,188584,15935,841,15,PhD,0
830481,35,190774,91739,555,0,High School,0
183385,37,85470,20296,749,14,High School,0
594962,31,102257,60472,836,13,PhD,0
309900,20,46547,32496,479,23,Bachelor,0
813917,25,82568,31374,743,4,Master,0
897934,44,163422,37259,659,17,High School,0
284825,61,116356,67846,585,3,PhD,0
314571,51,172299,26488,721,13,Master,0
785632,36,86864,10807,545,23,PhD,1
684992,25,45390,16394,461,21,PhD,0
173287,21,160875,27625,435,14,Bachelor,1
947201,40,65449,21151,607,1,High School,0
120108,53,88893,62449,556,11,High School,0
492829,40,41438,10910,744,2,Bachelor,1
726638,52,104767,82934,460,16,Bachelor,0
279790,38,120840,68713,829,5,Master,1
330444,40,73793,23822,676,22,Master,0
46195,46,80783,14713,331,18,Master,0
701132,42,128959,56077,441,7,Master,0
753755,55,125984,78097,615,15,Bachelor,0
538348,52,25601,23415,388,17,PhD,0
984363,27,45377,46123,651,17,Bachelor,0
107369,32,146739,57616,626,30,Bachelor,1
556966,49,143141,72211,554,13,Master,0
340373,58,169163,13042,426,9,High School,0
569509,18,77022,15548,352,21,High School,0
875804,61,168316,10884,438,19,PhD,1
544540,45,62174,12468,561,8,PhD,0
635877,38,25032,9230,374,30,Bachelor,0
523603,30,21455,28866,657,14,Master,0
342623,51,63836,31380,735,14,PhD,1
8678,63,197309,91412,427,9,Bachelor,0
246220,41,130694,27680,678,10,Master,0
83780,40,24316,75788,787,28,Bachelor,1
676223,56,99008,61392,316,3,Bachelor,0
591849,60,146187,11349,812,4,High School,1
199785,38,71166,55241,537,16,Master,1
297470,41,69903,90089,839,23,PhD,1
597449,50,149271,18435,308,9,Master,0
242849,58,198303,75227,448,2,High School,0
982813,27,100258,14164,669,17,Bachelor,0
557714,18,33437,53258,466,18,High School,0
976768,43,151119,34827,502,30,PhD,0
983860,28,171190,8992,426,14,Master,0
720871,33,41157,63020,542,13,PhD,0
58587,29,83066,71494,418,11,Bachelor,0
981549,27,63925,67373,590,2,Master,0
912843,36,39598,31777,547,30,High School,1
550311,38,51299,59530,745,0,Master,0
944057,56,80082,24669,379,7,Master,0
811886,19,114953,44290,728,26,Master,0
996605,63,113145,32529,447,20,Master,0
700450,23,154572,66003,425,1,High School,1
327783,18,21501,12545,504,22,Master,0
699032,40,169860,77377,618,14,Master,0
459192,26,117174,54849,789,4,High School,0
45088,35,131704,47932,436,9,PhD,0
359701,60,132484,72736,677,4,Master,0
657145,36,151860,72144,661,17,High School,0
466472,46,175262,57656,657,19,Master,0
708158,55,146267,33425,364,28,High School,0
223974,57,144241,28236,816,12,High School,0
759375,42,142652,13212,806,24,Master,1
484543,35,144366,22985,748,9,High School,1
946143,62,135779,63151,804,22,Master,0
16274,51,124461,33976,426,4,PhD,0
31527,20,30222,30334,385,19,PhD,1
665798,63,25145,61695,470,19,Bachelor,1
894870,19,152417,37530,479,4,Master,0
42501,57,110351,91393,523,18,High School,0
311521,44,125471,28333,470,21,Master,0
669222,28,90041,76549,810,17,PhD,0
360342,37,102814,29759,651,21,PhD,0
583045,55,101959,91631,832,5,Bachelor,0
802576,54,148448,94618,561,10,Master,0
373585,60,159961,50820,670,27,High School,0
805214,24,181061,46953,570,23,Bachelor,0
86001,40,24442,25071,497,22,Master,0
165560,44,72871,85198,725,6,Bachelor,0
878042,47,157602,55615,699,3,Bachelor,0
171654,35,54134,5011,843,17,High School,1
174247,63,87639,52084,323,0,Master,0
930283,18,113419,62086,559,5,Bachelor,0
901340,54,99296,69865,653,5,High School,0
785220,33,40209,55128,555,1,PhD,0
268215,27,135310,38201,551,8,Bachelor,0
884033,65,95077,27785,829,11,Master,0
374751,41,42451,12591,538,13,High School,0
141714,31,68702,23418,522,20,Bachelor,0
136947,31,66415,23418,376,28,PhD,0
123020,26,170979,64304,467,19,High School,0
904923,53,187338,85074,771,14,PhD,0
388059,58,119513,17416,483,23,Bachelor,0
991504,39,96643,35151,666,12,High School,0
19801,31,59589,44163,730,4,Master,1
513285,20,140331,42317,607,17,Master,0
752233,22,196867,15063,431,0,High School,0
275300,49,148494,72080,377,4,Master,0
34107,23,53193,97440,449,3,High School,0
841397,22,66194,99936,663,10,Master,0
232659,34,171694,31162,529,17,Bachelor,0
644978,53,158336,64467,722,1,Master,1
913076,36,144035,29151,368,0,Bachelor,0
716667,63,153172,77053,446,30,Bachelor,0
344110,33,102039,76689,425,25,Bachelor,0
525575,43,60357,36922,728,15,High School,0
732230,35,140892,49309,684,27,PhD,0
995793,24,140373,6980,376,5,Bachelor,0
156261,19,190188,80739,802,9,Bachelor,0
300113,56,177810,13417,827,27,High School,0
766445,24,64877,50209,846,13,PhD,0
420167,57,79013,84643,410,29,PhD,0
584016,24,33000,55482,314,15,Master,0
769810,46,174389,9284,337,1,High School,0
781510,32,137563,81956,828,14,PhD,0
318244,32,60538,58034,349,16,PhD,0
821131,28,73562,6623,394,10,Bachelor,1
833915,37,37731,49061,766,8,PhD,0
482671,56,115940,14848,751,15,Master,1
872362,33,125583,55230,621,16,High School,0
798212,62,168005,30631,528,28,PhD,1
422589,30,127659,11183,430,6,Bachelor,0
316566,38,40095,70490,734,28,High School,1
430731,22,146096,74652,347,27,High School,1
911920,35,148708,92721,539,19,High School,0
801865,21,140727,26340,612,17,Master,0
988547,33,179624,8074,368,27,PhD,0
315102,47,199246,91242,310,30,High School,0
830207,42,109632,64603,610,24,Master,0
735965,26,54942,48418,727,29,Bachelor,0
291047,63,110669,34622,388,0,PhD,0
783934,21,174468,43814,409,26,Master,0
787055,18,42691,59772,500,29,Master,1
815944,44,117657,91437,348,13,PhD,0
287094,47,81028,95442,685,24,PhD,0
112697,48,148095,27610,626,21,Master,0
80196,53,29892,28127,555,1,High School,0
298610,55,60635,19841,591,25,Bachelor,0
984207,65,40059,54177,465,15,Master,0
397012,39,162879,11883,333,24,PhD,0
872841,20,127529,95410,761,6,PhD,0
501292,32,113586,68094,748,10,PhD,0
324620,39,179113,83822,473,3,Master,0
303323,48,39505,30777,776,3,Master,0
522902,36,199440,88875,472,12,Bachelor,1
912147,63,166340,41776,691,20,High School,0
361981,21,107432,41545,824,27,Bachelor,0
817942,62,90223,44994,580,23,PhD,0
765138,57,120452,56202,344,15,Master,0
291542,32,83480,51126,443,8,Bachelor,0
818437,22,187922,84248,730,5,High School,0
329544,23,42356,23046,677,7,Master,1
159010,59,179300,54268,694,26,PhD,0
757898,63,116720,12059,551,13,High School,0
167438,26,43037,69614,553,2,Master,1
26533,20,37250,72037,743,9,High School,0
952068,44,43849,15217,825,21,High School,0
722568,24,44353,65937,382,5,High School,0
549794,46,102761,83906,444,19,Master,0
43304,57,122484,36850,685,19,PhD,1
202491,22,88406,31386,490,21,PhD,0
147394,34,158496,53562,816,1,Master,0
828483,54,143376,91838,574,5,Master,0
769851,61,35445,32404,697,3,Bachelor,0
467985,63,92812,54097,770,23,High School,0
976699,55,116361,27869,310,21,High School,0
448170,63,60202,83501,385,6,PhD,0
746726,44,175504,93376,658,22,Master,0
458396,62,182084,87916,783,24,Bachelor,0
472355,39,51082,68859,403,5,High School,0
211436,37,148719,71236,492,25,Bachelor,0
961455,39,26348,88545,409,15,High School,0
661461,61,183840,77144,635,12,High School,1
145214,29,30206,92437,358,25,PhD,0
124667,45,152682,26865,529,1,Bachelor,0
521354,25,82766,33175,642,5,Bachelor,0
569458,44,165564,85108,749,19,Bachelor,1
10747,40,65025,60458,825,21,PhD,0
156742,40,170762,25230,543,22,High School,0
500296,37,114213,93428,543,21,Bachelor,0
503200,26,167385,98785,453,12,PhD,0
715121,64,152942,64920,700,7,High School,0
400988,32,30514,25298,419,25,Bachelor,0
264260,26,59655,25483,509,1,Master,1
935062,53,76884,92847,319,22,Bachelor,0
195632,61,191865,33083,617,9,High School,0
693768,28,51312,80338,309,25,PhD,1
435422,41,61010,74506,390,24,Master,0
341214,44,168987,77924,552,1,Bachelor,0
968569,27,60855,6889,624,29,Bachelor,1
949462,27,27084,31154,826,20,PhD,0
930490,45,54510,83789,306,26,Bachelor,0
422979,27,112979,94849,365,12,Master,0
732787,18,60239,83619,799,23,Bachelor,1
538957,22,149166,20489,360,23,High School,0
588487,52,178639,73265,613,9,Master,0
818245,29,131335,75806,515,28,Master,0
844618,56,185155,5732,450,13,Bachelor,0
933850,23,167418,92995,827,10,Bachelor,1
30158,65,175799,73664,531,24,PhD,0
380766,27,52325,31834,511,22,Bachelor,0
322944,48,87604,94210,644,12,Master,0
437293,65,179740,25978,523,7,PhD,0
249671,64,176397,96186,700,20,Bachelor,1
110752,44,40541,31239,676,30,High School,0
919841,27,83267,83401,690,3,Bachelor,1
911575,18,174863,45342,829,13,High School,1
758262,39,175955,8754,783,30,PhD,0
697382,55,146566,7770,427,29,Bachelor,0
523952,39,161903,80357,484,6,Bachelor,0
945844,57,168752,77093,302,11,Master,0
517018,54,78526,27816,824,0,PhD,1
375490,64,140102,43864,821,0,Master,0
863441,61,120190,44059,719,12,Master,0
631024,36,45503,76745,457,17,Master,0
550287,42,189304,28393,302,22,Master,0
22703,45,189814,33209,589,25,High School,0
32537,42,149201,76988,337,4,PhD,1
572324,56,60082,72718,508,1,Bachelor,0
57607,49,173195,46933,414,25,Bachelor,0
141416,65,154777,75509,628,1,High School,1
76091,36,127782,30818,368,7,Bachelor,0
762973,62,130577,20222,725,17,Bachelor,1
642036,57,174951,89367,491,22,High School,0
105964,30,48594,28148,609,21,High School,0
435458,58,145671,47335,532,8,Master,0
95834,30,103816,87497,793,21,High School,0
335477,19,21406,15553,525,19,Bachelor,0
483987,58,73483,56273,318,27,Master,1
908992,41,183125,56131,530,0,High School,0
479344,55,57811,58447,751,5,Bachelor,0
266572,26,116588,15658,340,24,High School,0
325063,50,146244,36165,810,28,High School,0
858095,61,33582,68953,777,13,Bachelor,0
304307,25,147042,57117,376,8,Master,1
801310,56,138547,52079,732,29,Bachelor,1
116034,64,139635,14124,414,16,PhD,0
899183,59,155362,21141,486,16,Bachelor,0
323384,38,52984,33340,655,13,PhD,0
290038,33,162346,37875,783,13,Bachelor,0
247027,49,157597,58965,426,15,High School,0
726794,62,152842,41598,333,7,High School,1
692210,20,28461,31056,326,4,Bachelor,0
924446,38,185226,49361,683,0,Bachelor,0
413959,37,38638,73318,623,25,PhD,1
888604,55,82135,19513,575,10,Bachelor,0
861135,33,36111,26272,624,21,Master,1
362661,46,52044,59694,698,16,High School,0
886159,55,111128,42323,785,5,High School,0
276032,21,124224,9534,721,4,PhD,0
499362,22,183796,83988,749,6,High School,0
251949,63,51927,66371,699,19,High School,0
590760,40,165045,95370,461,1,High School,0
4311,49,172262,61891,691,10,PhD,0
783447,65,173133,58924,843,8,Bachelor,0
709444,33,154718,82052,358,14,High School,0
72358,52,195358,45326,734,26,High School,0
426865,38,182572,57681,832,21,Bachelor,0
447464,32,134621,71200,768,19,Master,0
773128,45,40912,8140,562,14,Master,1
720828,61,100168,77187,375,12,Bachelor,0
196014,36,162604,8004,483,6,Bachelor,0
9422,63,87059,50946,744,20,High School,0
563688,62,41797,88573,553,18,PhD,0
462565,48,43274,27627,773,12,Master,0
281493,33,38042,55591,802,9,Bachelor,0
431658,52,133816,15399,510,7,Master,0
855272,55,23799,94561,461,21,Master,0
62228,23,46297,20463,479,7,PhD,0
972613,49,189217,62949,785,19,PhD,0
296301,46,151630,70349,366,13,Bachelor,0
450487,33,131692,61910,354,7,PhD,0
102760,55,118498,90622,633,10,Bachelor,0
319102,65,30170,11488,344,27,PhD,0
866988,20,35962,96542,335,1,Master,0
229629,40,21005,73053,522,22,Master,0
971925,45,32365,75617,773,18,Bachelor,0
402785,55,56998,8635,686,12,PhD,1
717155,54,31984,43125,621,24,Master,0
846097,35,124477,47679,476,6,PhD,0
894453,25,184590,51325,431,22,High School,0
312648,50,111368,65717,469,7,Bachelor,0
6840,58,132600,99975,379,16,High School,0
537719,31,108948,93541,755,9,PhD,0
338211,59,103591,8223,391,6,PhD,0
57971,64,63337,93067,588,19,Master,0
183083,53,180680,66974,461,2,High School,1
831970,51,54997,46846,664,16,High School,0
678681,21,72888,67929,837,3,Bachelor,0
194950,25,175165,63455,849,24,Master,1
4350,28,112562,57045,418,7,Bachelor,0
887092,41,126782,83279,493,8,Master,0
321430,20,126738,27006,365,24,Bachelor,0
834365,32,132444,73443,345,30,PhD,0
772339,29,78870,91739,728,30,High School,0
210417,55,123395,7841,827,27,Bachelor,0
395032,38,94752,64208,822,25,Master,0
68302,19,116021,98511,554,19,High School,0
199162,50,109627,66807,620,17,Master,0
37401,53,41930,21991,561,3,Bachelor,0
794636,51,150126,82684,764,13,High School,0
21850,57,105873,63411,724,9,Bachelor,0
381397,21,94976,82481,506,10,Master,0
982741,28,173702,93388,459,12,High School,0
249827,37,72119,62384,420,27,PhD,0
867140,46,70170,17592,498,17,High School,0
706470,49,132952,39169,344,16,High School,0
167445,24,113724,21787,349,16,Bachelor,0
450856,46,82485,24107,730,10,PhD,0
981404,58,109712,33744,544,20,PhD,0
775263,38,190121,90260,489,13,PhD,0
163224,48,125276,45609,508,27,Master,1
111542,18,85180,7821,381,28,Master,0
312148,33,96289,54400,580,20,PhD,0
487759,30,196151,54108,342,14,Bachelor,1
765184,37,106315,46935,666,24,Bachelor,1
243734,64,50150,29496,606,9,Bachelor,0
718831,65,33343,46058,724,2,Bachelor,0
135936,57,27148,63895,368,23,High School,0
461525,60,36140,36577,369,20,PhD,0
435113,28,184024,91089,759,20,PhD,0
226650,27,87279,82617,618,11,Master,0
794761,29,61022,54492,720,23,Master,1
713404,20,83350,73507,369,17,Master,0
285035,60,132811,19507,551,24,PhD,1
185595,36,142297,41570,417,3,Bachelor,0
375310,27,54950,90186,524,14,Bachelor,0
864017,44,140849,70414,499,17,High School,1
437479,52,85631,22114,387,10,Master,1
671656,47,71748,89620,484,2,PhD,1
471756,57,100510,25373,489,19,Bachelor,0
143783,35,123267,27697,410,15,High School,0
15992,35,172875,66321,390,17,Bachelor,0
326633,62,91061,6048,548,16,High School,0
277370,40,25883,85272,593,21,High School,0
820351,21,94344,98380,522,17,Bachelor,0
827692,65,123219,81805,337,8,PhD,0
181885,21,91242,49352,531,18,Bachelor,0
777863,52,97125,16198,839,25,PhD,1
783421,28,81315,60714,553,26,Bachelor,0
300332,61,46240,69756,609,2,High School,0
472418,44,92363,83469,676,20,Master,0
191389,50,61535,56888,777,19,Bachelor,0
780722,38,183377,14822,522,24,Master,1
183604,61,85311,69402,647,14,Bachelor,0
267847,39,108129,21537,711,0,Bachelor,0
733429,61,31408,61249,439,7,Master,0
847248,27,146869,10626,337,8,Bachelor,0
275774,47,128254,91476,618,13,Master,1
252049,64,145119,89301,548,7,Bachelor,0
128154,37,75111,20720,533,4,High School,1
952831,62,34164,78047,534,16,PhD,0
650491,41,148845,80762,789,23,PhD,1
733025,60,40265,43135,349,20,Bachelor,0
922963,24,102620,51648,670,20,High School,0
339595,30,112086,88251,409,8,PhD,0
361048,63,72201,71712,692,6,Bachelor,0
113883,28,23746,84811,432,18,PhD,0
102804,59,134254,77991,334,14,High School,0
85866,65,54707,32470,337,23,High School,0
910348,41,114999,67336,401,6,High School,0
259817,61,182881,52655,473,8,Bachelor,0
886781,45,33116,5125,678,7,Master,0
906500,21,21895,17798,800,21,PhD,0
893989,38,195704,19474,705,3,High School,1
583295,51,116867,99042,331,18,PhD,0
174538,22,182203,51772,354,17,PhD,1
340858,51,67023,39745,645,12,Bachelor,0
473941,20,119532,53584,519,13,PhD,1
816549,22,164418,94322,574,26,Master,0
676368,31,169893,72476,442,9,Bachelor,0
502594,18,99885,7500,770,21,High School,0
660051,28,183571,13267,544,15,Bachelor,0
340508,58,180935,9400,613,8,PhD,0
412882,36,71446,86402,422,27,PhD,0
358899,56,138786,5521,380,27,High School,1
993163,33,198953,22572,407,19,Bachelor,1
694714,65,120058,10910,734,21,Bachelor,1
123044,41,151872,5037,553,14,PhD,0
807336,42,169520,6293,420,5,Master,0
991518,49,33461,21590,590,2,Master,1
234604,42,148321,35511,849,12,PhD,1
107761,43,72360,63131,599,1,High School,0
655439,41,105430,45947,659,13,High School,1
521119,26,168952,86528,400,3,Bachelor,0
435980,43,41644,80695,355,19,Master,1
532423,50,167564,32976,342,9,Bachelor,0
525511,42,174996,48307,719,6,PhD,0
788441,45,80534,9293,631,8,Master,1
222209,19,29782,10986,428,2,Bachelor,0
679194,41,60891,93985,767,28,Master,1
649067,18,126086,58581,561,12,Bachelor,0
193943,24,133740,16528,354,29,Bachelor,0
678741,51,42945,35201,474,13,PhD,0
638242,40,185332,76932,350,14,Bachelor,0
553924,54,185495,7415,747,20,PhD,0
862069,52,193934,44841,370,19,PhD,0
198779,41,165337,29458,368,15,Bachelor,0
869759,56,49410,34595,651,5,High School,0
473177,55,178245,78504,381,28,High School,0
909044,38,141814,75591,462,2,PhD,1
175876,29,153897,9593,442,7,Master,1
406665,20,145049,36368,505,14,PhD,0
89929,26,97497,28969,319,18,High School,0
293455,41,89139,47284,539,2,PhD,0
512290,54,46174,26313,306,23,Bachelor,0
163260,46,141203,21822,694,27,PhD,0
801132,56,158177,33663,695,28,PhD,0
739240,32,93700,66159,316,16,Master,0
340887,53,185616,5985,779,22,PhD,0
210278,62,81769,39421,621,14,Bachelor,0
209553,51,50403,62603,707,19,Bachelor,0
93569,64,164731,64371,452,28,Bachelor,0
451283,56,112845,10540,604,16,Bachelor,0
133855,48,29557,40566,722,24,PhD,0
12979,45,102459,25158,682,29,PhD,0
359424,32,115719,69978,622,28,Bachelor,0
103495,44,45820,79854,850,8,PhD,0
142843,27,149969,67354,739,1,Master,0
474957,39,188944,14827,495,28,Bachelor,1
46712,65,98758,83064,676,24,Master,0
822139,49,83787,30782,696,24,High School,0
265036,26,77436,90162,405,27,Master,0
873715,33,153018,72358,453,4,Master,0
648432,52,60217,71461,327,1,Master,0
194539,58,165647,61970,376,28,Master,1
775501,21,157287,28792,616,5,High School,0
372740,22,44865,52960,325,16,Master,0
86162,57,149189,14738,403,7,PhD,0
141220,62,170921,83054,762,2,Master,0
741651,56,81258,86702,534,23,Master,0
757981,40,109541,92997,706,28,PhD,0
995202,62,105999,90593,709,13,Master,0
534322,48,181857,10094,663,7,PhD,0
147068,46,58408,81978,841,18,PhD,0
385462,46,41057,9728,408,10,PhD,0
427099,58,99918,91607,830,9,Bachelor,1
202723,30,146736,60966,550,10,Master,1
964383,38,148712,10950,338,13,Master,1
724918,65,171412,15404,492,11,Master,0
862425,37,149719,48402,638,23,PhD,0
664057,32,53350,99901,801,16,High School,0
64232,46,20202,27177,831,18,High School,0
946517,58,70212,53492,711,9,Master,1
203497,31,133621,78598,584,16,PhD,0
360529,54,193790,42512,622,26,PhD,0
378453,19,59474,20619,831,18,High School,0
20839,18,87007,89276,606,4,Master,0
995970,61,26723,59445,306,17,High School,0
66443,45,123096,48139,841,8,PhD,0
119722,54,110574,67287,419,6,PhD,0
745688,37,48851,85788,582,6,High School,0
745874,32,54476,48334,531,22,Master,0
451059,41,198014,7228,361,11,Bachelor,1
255686,36,40094,50901,821,12,Bachelor,0
739522,33,38239,55095,501,4,Master,0
313890,23,162558,58173,501,5,PhD,0
66301,50,148820,49980,762,11,Master,0
216217,21,180231,52647,319,21,PhD,0
382837,46,92748,43406,555,25,Master,0
952169,50,133918,18238,591,8,PhD,0
984206,64,193618,23089,451,0,Master,0
176695,50,25556,39168,604,12,High School,0
469373,64,116560,76571,443,14,Master,0
322476,56,87282,34829,750,14,Bachelor,0
771863,31,137632,37822,362,15,PhD,0
884242,65,172526,34534,799,23,High School,1
642793,38,48747,67011,758,9,PhD,0
2019,28,112751,37073,769,20,Master,0
820636,30,162619,29671,679,22,High School,0
530182,50,146704,88117,839,4,Master,1
990370,40,170416,23884,667,13,Master,0
319710,50,75792,17804,616,15,High School,0
963839,53,154681,92685,656,22,Bachelor,0
829279,44,127796,84581,402,8,High School,0
674971,24,130336,80298,318,5,Master,0
669625,39,153515,67329,390,0,High School,0
628096,35,130302,70332,478,10,Bachelor,0
517582,32,182004,72070,483,12,PhD,1
161178,65,155109,66806,843,4,PhD,0
811128,41,174340,50633,778,25,Master,0
733168,46,190906,48293,359,0,Bachelor,0
67709,39,71442,77153,714,29,Bachelor,0
556721,45,71262,60777,775,21,Master,0
970972,20,133101,96360,733,29,PhD,0
446550,50,152886,57419,525,10,Bachelor,0
58095,34,132345,44212,302,11,PhD,0
174563,33,101918,60045,724,29,PhD,1
664347,58,83117,99804,342,20,Master,0
254642,45,179030,38509,656,21,PhD,0
576210,35,32699,51068,634,6,Bachelor,0
595908,63,39009,83799,469,21,PhD,0
62736,41,103003,38662,318,28,Master,0
540911,34,140324,83230,832,25,High School,0
465011,57,139301,37936,348,9,High School,0
219843,52,35122,99537,435,21,Master,0
813456,23,193630,50754,850,30,Master,0
187768,53,180904,30097,602,10,High School,1
628577,26,110406,10870,831,24,PhD,0
552387,35,199027,38982,622,25,Bachelor,0
175735,51,193150,99703,548,21,Bachelor,0
682064,60,57626,35378,356,0,Bachelor,0
103435,43,157441,34303,437,0,Bachelor,0
62191,46,179140,68130,383,25,Bachelor,0
706731,30,101921,79227,755,26,Master,0
709659,49,147457,89795,785,24,High School,0
183787,47,85093,91544,398,30,Master,0
43230,35,175030,79051,418,22,High School,1
435010,22,112296,5048,422,8,PhD,0
583031,28,97596,87649,307,7,High School,0
877374,35,153774,98062,411,25,Master,0
507212,19,122893,85931,342,30,High School,1
828343,63,76850,35025,537,22,Master,0
